conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,personeel opleiden om voedselverspilling tegen te gaan,released,skill/competence,sector-specific,,"Nieuwe opleidingen en maatregelen voor de ontwikkeling van het personeel opzetten om de kennis van het personeel inzake de preventie van voedselverspilling en praktijken voor voedselrecycling te ondersteunen. Zorgen dat het personeel de methoden en instrumenten voor voedselrecycling begrijpt, bv. het scheiden van afval.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,opleiden op het gebied van operationele procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,concepten voor energiebesparing ontwikkelen,released,skill/competence,cross-sector,,"Gebruik maken van de huidige onderzoeksresultaten en samenwerken met deskundigen om concepten, apparatuur en productieprocessen te optimaliseren of te ontwikkelen die minder energie vereisen, zoals nieuwe isolatiepraktijken en -materialen.",http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458 | http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,innovatief denken | operationele beleidslijnen en procedures ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,warmtepompen installeren,released,skill/competence,cross-sector,warmtepompen plaatsen,"Warmtepompen, die de fysieke eigenschappen van de als koelmiddel gebruikte stoffen gebruiken om warmte te winnen uit een omgeving en die vrijlaten in een warmere omgeving, gaan tegen een spontane warmtestroming in. De nodige openingen creëren en de binnen- en buitendelen van de warmtepomp installeren. Het aansluiten van de elektriciteit en alle kanalen en het configureren van de warmtepomp.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installeren van verwarmings-, ventilatie- en airconditioningsapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,biomassa-installaties ontwerpen,released,skill/competence,sector-specific,,"Het biomassa-energiesysteem ontwerpen. De constructiegrenzen bepalen, zoals benodigde ruimte en gewicht. Indicatoren zoals capaciteit, debiet, en temperaturen berekenen. Gedetailleerde beschrijvingen en tekeningen maken van het ontwerp.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012d6406-016a-4790-aeb8-853e61058517,sorteerapparatuur onderhouden,released,skill/competence,sector-specific,sorteeruitrusting onderhouden,Routineonderhoud en kleine reparaties uitvoeren op de apparatuur die wordt gebruikt voor het sorteren van afval en recycleerbare materialen.,http://data.europa.eu/esco/skill/5033c2fb-ec55-4b8e-b0a4-9379593f1e1c | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,materiaal onderhouden | houten en metalen onderdelen installeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,manieren toepassen om de biodiversiteit en het dierenwelzijn te bevorderen,released,skill/competence,transversal,,"Gedrag aannemen dat bijdraagt tot het behoud van stabiele ecosystemen en de strijd tegen massa-extinctie, bijvoorbeeld door bewuste voedingskeuzes te maken die de biologische voedselproductie en het dierenwelzijn ondersteunen.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,een haalbaarheidsstudie voor gebouwbeheersystemen uitvoeren,released,skill/competence,sector-specific,,"Het potentieel van een gebouwbeheersysteem evalueren en beoordelen. Een gestandaardiseerd onderzoek realiseren om de energiebesparingsbijdrage, de kosten en de beperkingen te bepalen, en onderzoek uitvoeren om het besluitvormingsproces te ondersteunen.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,haalbaarheidsonderzoek uitvoeren | analyseren van bedrijfsactiviteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/023faef3-0633-436d-8b91-389c45c1421c,voorschriften over blootstelling aan besmetting,released,knowledge,cross-sector,voorschriften over blootstelling aan contaminatie,"De voorschriften betreffende de blootstelling aan verontreinigde materialen of een gevaarlijke omgeving die regelen welke maatregelen moeten worden genomen in verband met risicobeoordeling, de minimalisering van verdere blootstelling, quarantaine en de behandeling van de blootgestelde personen.",http://data.europa.eu/esco/isced-f/1021,openbare reinigingsdiensten en sanitaire voorzieningen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,verontreinigde materialen verwijderen,released,skill/competence,sector-specific,vervuilde materialen verwijderen | gecontamineerde materialen verwijderen,De met gevaarlijke stoffen verontreinigde materialen en uitrusting verwijderen om de omgeving te beschermen tegen verdere verontreiniging en om de verontreinigde materialen te behandelen of te verwijderen.,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,besmettingen beoordelen | verwerken en verwijderen van gevaarlijke stoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,dieren redden,released,skill/competence,sector-specific,,Het redden van dieren in situaties die een onmiddellijke of potentiële bedreiging voor hun welzijn vormen.,http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,waarborgen en handhaven van fysieke veiligheid
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,klimaatvriendelijke landbouw,released,knowledge,sector-specific,,"Een geïntegreerde benadering van landschapsbeheer die gericht is op het verhogen van de voedselproductiviteit, het vergroten van de veerkracht van gewassen, het waarborgen van voedselveiligheid en het verminderen van de uitstoot en aanpassing aan klimaatverandering.
   ",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,energieprestatiecontracten opstellen,released,skill/competence,sector-specific,,"Voorbereiden en herzien van contracten waarin de energieprestatie wordt beschreven, met inachtneming van de wettelijke voorschriften.
	",http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,onderhandelen over een compromis | technisch of academisch schrijven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05dbdec3-c9d0-4f15-91ad-0700475a0f75,invloed van de omgeving op de poten van runderen beoordelen,released,skill/competence,occupation-specific,,"Beoordelen van de omgeving en hoe dit de gezondheidstoestand van de rundervoet kan beïnvloeden. Omgevingsfactoren omvatten voeding, huisvesting en blootstelling aan het milieu.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,adviseren over milieukwesties | gevolgen voor het milieu beoordelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,zonne-energie,released,knowledge,cross-sector,zonnestroom | fotovoltaïsche energie | zonnetechnologie,"De energie die afkomstig is van licht en warmte van de zon en die kan worden aangewend en gebruikt als hernieuwbare energiebron met behulp van verschillende technologieën, zoals fotovoltaïsche omzetting voor de opwekking van elektriciteit en thermische zonne-energie voor de opwekking van warmte-energie.",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,technologieën voor hernieuwbare energie | elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,vergunningen inzake landgebruik beheren,released,skill/competence,sector-specific,,Onderzoek naar de mogelijke gevolgen van het gebruik van hulpbronnen voor water en aquatische habitats. Aanbevelingen doen over de goedkeuring of afwijzing van vergunningen voor die doeleinden.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"voorbereiden van documentatie voor contracten, aanvragen en vergunningen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/065ec709-e0f4-407f-91fe-9feab66942be,sproeisystemen ontwerpen,released,skill/competence,occupation-specific,sprinklersystemen ontwerpen,"Sproeisystemen ontwerpen Rekening houden met vraagstukken op het gebied van de instandhouding van het water, bestaande en voorgestelde landschapselementen en tijdsequentiebepaling van bestaande systemen.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"ontwerpen van industriële materialen, systemen en producten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,een haalbaarheidsstudie naar kleinschalige windenergie uitvoeren,released,skill/competence,sector-specific,,"Het potentieel van kleinschalige windenergiesystemen evalueren en beoordelen. Een gestandaardiseerd onderzoek realiseren om de benodigde elektrische energiebehoefte van het gebouw te ramen, het aandeel van kleinschalige windenergie in het totale aanbod, en onderzoek uitvoeren om het besluitvormingsproces te ondersteunen.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,haalbaarheidsonderzoek uitvoeren | analyseren van bedrijfsactiviteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,gewassen telen voor biomassa,released,skill/competence,sector-specific,,"Het telen van gewassen voor de biologische massa, het proces van gewassen voor de biologische massa uitvoeren.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,silosystemen inspecteren,released,skill/competence,sector-specific,,Inspecties van de silosystemen om eventuele schadelijke emissies bij het gebruik ervan tot een minimum te beperken.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,wetenschappelijke gegevens interpreteren om waterkwaliteit te beoordelen,released,skill/competence,cross-sector,,Analyseren en interpreteren van gegevens zoals biologische eigenschappen om de kwaliteit van water te kennen.,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,"toetsing van waterkwaliteit beheren | gegevens, informatie en digitale inhoud evalueren | wetenschappelijke gegevens analyseren | analyseren van wetenschappelijk en medische gegevens"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,milieubeleid,released,knowledge,cross-sector,lokaal milieubeschermingsbeleid | internationaal milieubeschermingsbeleid | nationaal milieubeleid | internationaal milieubeleid | nationaal milieubeschermingsbeleid | lokaal milieubeleid | beleid inzake milieuduurzaamheid | milieuduurzaamheidsbeleid,"Lokaal, nationaal en internationaal beleid dat zich bezighoudt met de bevordering van de duurzaamheid van het milieu en de ontwikkeling van projecten die negatieve gevolgen voor het milieu terugdringen en de toestand van het milieu verbeteren.",http://data.europa.eu/esco/isced-f/0521,milieuwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085c8851-2354-44ae-98de-367bdde8bf58,communiceren met afvalverwerkingsinstallaties,released,skill/competence,occupation-specific,,Communiceren met faciliteiten voor de behandeling van gevaarlijke of niet-gevaarlijke afvalstoffen teneinde te zorgen voor efficiënte samenwerking bij de organisatie van de procedures voor de behandeling van afvalstoffen.,http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29 | http://data.europa.eu/esco/skill/a19c5139-1250-4a60-9c31-a3243cca06cc,afvalverwerkingsinstallatie beheren | communiceren met collega’s en klanten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,zorgen voor naleving van de milieuwetgeving,released,skill/competence,cross-sector,ervoor zorgen dat de milieuwetgeving wordt nageleefd | ervoor zorgen dat aan de milieuwetgeving wordt voldaan,"Toezicht houden op de activiteiten en taken uitvoeren in overeenstemming met de normen voor milieubescherming en duurzaamheid, en deze aanpassen in geval van wijzigingen in de milieuwetgeving. Ervoor zorgen dat de processen in overeenstemming zijn met milieuvoorschriften en beste praktijken.",http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleving met wettelijke vereisten garanderen | naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,fotovoltaïsche panelen installeren,released,skill/competence,occupation-specific,zonnepanelen installeren,Fotovoltaïsche panelen veilig installeren met behulp van een gespecificeerd montagesysteem en op de gedefinieerde positie en helling.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"materiaal, instrumenten of apparatuur opstellen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,audits van techniekafdelingen uitvoeren,released,skill/competence,cross-sector,audits van engineeringafdelingen uitvoeren,"Het verzamelen van gegevens over de structurele, elektrische en aanverwante terreininformatie door het uitvoeren van technische audits ter plaatse. Zij worden gebruikt voor het ontwerpen van technische oplossingen zoals zonne-energiesystemen.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,kritisch denken | controleren van operationele activiteiten | kwalitatieve informatie verwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09c28e46-712a-4c11-a4ae-67ae554ea940,advies geven over de vermindering van het gebruik van chemische stoffen,released,skill/competence,cross-sector,adviseren over vermindering van chemicaliëngebruik,"Advies geven om het gebruik van chemicaliën zoals pesticiden te verminderen, om emissies van verschillende chemische stoffen te verminderen om hun impact op het milieu te beperken, en om de risico’s voor mensen kleiner te maken. Op de hoogte blijven van de regelgeving en het beleid op dit gebied.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,soorten getijdenstroomgeneratoren,released,knowledge,sector-specific,getijdenmolen | getijdenstroomgeneratoren | soorten getijdenenergieomvormers | tidal energy converter (TEC | soorten getijdenenergieomzetters | generatoren voor getijdenstromen | soorten getijdenturbines,"Verschillende soorten generatoren zoals doorstroomturbines, stroomversterkende turbines, apparaten voor het venturi-effect of getijdenvliegerturbines. Ze worden gebruikt om energie uit waterstromingen te halen, zowel in rivieren of mondingsgebieden die profiteren van het getijdeverschil, als in de onderwaterstromingen offshore.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,energieaudit uitvoeren,released,skill/competence,sector-specific,,Het energieverbruik systematisch analyseren en evalueren om de energieprestatie te verbeteren.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,kritisch denken | analyseren van bedrijfsactiviteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b3ae8c1-771e-4483-b3da-fd420fe6545b,naar het behoud van de samenstelling van water streven,released,skill/competence,occupation-specific,,Bij het verwijderen van ongewenste bestanddelen de samenstelling van het water niet onnodig wijzigen.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,wettelijke vereisten inzake schepen,released,knowledge,sector-specific,wettelijke eisen inzake schepen,"Verdragen van de Internationale Maritieme Organisatie (IMO) betreffende de veiligheid van het leven op zee, de beveiliging en de bescherming van het mariene milieu.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,maritiem recht | recht
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,beheerplannen ontwikkelen,released,skill/competence,sector-specific,,Beheerplannen ontwikkelen om de visserij en de habitat in stand te houden of te herstellen.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"ontwikkelen van financiële, zakelijke en marketingplannen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,duurzame bodembewerkingstechnieken toepassen,released,skill/competence,sector-specific,duurzame grondbewerkingstechnieken toepassen,"Duurzame bodembewerkingstechnieken toepassen, zoals conserverende bodembewerking of zaaien zonder grondbewerking, om de impact op de bodem tot een minimum te beperken.
   ",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,soorten isolatiemateriaal,released,knowledge,cross-sector,categorieën isolatiemateriaal | typen isolatiemateriaal,"Verschillende soorten isolatiemateriaal en hun gebruiksmogelijkheden, voordelen, risico’s en kosten.",http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,manieren toepassen om vervuiling te verminderen,released,skill/competence,transversal,,"Maatregelen toepassen om lucht-, geluids-, licht-, water- of milieuverontreiniging te verminderen, bijvoorbeeld door gebruik te maken van het openbaar vervoer, geen afval achter te laten in de natuur en onnodige licht- en geluidsemissies te beperken, met name ‘s nachts.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,adviseren over milieukwesties inzake mijnbouw,released,skill/competence,sector-specific,,"Advies geven aan ingenieurs, landmeters, geotechnisch personeel en metallurgen over de bescherming van het milieu en het herstel van de grond na de winning van delfstoffen.
	",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,anderen adviseren | adviseren over milieukwesties | communiceren over de gevolgen van mijnbouw voor het milieu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,sedimentatiebestrijding uitvoeren,released,skill/competence,sector-specific,,Processen en projecten op het gebied van sedimentbeheersing beheren. Acties op het gebied van de beheersing van sedimentplannen om erosie van de bodem van de nabij gelegen waterlopen te voorkomen.,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,organiseren en plannen van werkzaamheden en activiteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,green computing,released,knowledge,occupation-specific,duurzaamheid | verantwoord IT-gebruik | IT | green IT | duurzame servers | energiezuinige hardware | energie-efficiënte hardware | duurzaam IT-beheer,"Het gebruik van ICT-systemen op een milieuvriendelijke en duurzame wijze, zoals de invoering van energiezuinige servers en centrale verwerkingseenheden (CPU’s), de vermindering van middelen en een correcte afvoer van elektronisch afval.",http://data.europa.eu/esco/isced-f/0712,milieubeschermingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,biogasinstallaties bedienen,released,skill/competence,occupation-specific,,"Apparatuur die energiegewassen en afval van bedrijven, de zogenaamde anaerobe gistingstanks, bedienen. Ervoor zorgen dat de apparatuur correct functioneert bij de omzetting van biomassa naar biogas dat wordt gebruikt voor de opwekking van warmte en elektriciteit.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,desinfectieapparatuur voor water gebruiken,released,skill/competence,sector-specific,ontsmettingsapparatuur voor water gebruiken,"Apparatuur voor desinfectie van water gebruiken, waarbij verschillende methoden en technieken worden gebruikt, zoals mechanische filtratie, afhankelijk van de behoeften.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a,"gezondheids-, veiligheids- en milieubeoordelingen maken",released,skill/competence,cross-sector,,"Uitvoering van beoordelingen op het gebied van gezondheid, veiligheid en milieu, teneinde te zorgen voor een goede arbeidsomgeving en arbeidsomstandigheden.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838 | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/60ccdd6a-c100-43cf-9797-543a5c42b922,controleren van veiligheid en beveiliging | veiligheidsmaatregelen bij werkpraktijken in acht nemen | zorgen voor gezondheid en veiligheid tijdens de productie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,windturbineschoepen testen,released,skill/competence,sector-specific,,"Nieuwe ontwerpen testen van windturbinebladen die bestemd zijn voor gebruik in windmolenparken en ervoor zorgen dat de bladen functioneel en veilig zijn voor het gebruik in het beoogde windmolenpark.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,houten en metalen onderdelen installeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,duurzame technologieën,released,knowledge,cross-sector,alternatieve energie | groene technologieën | schone energie,"Technologieën die erop gericht zijn om milieu- en ecologische risico’s te verminderen en tegelijkertijd een positief economisch, sociaal en ecologisch effect te bereiken. Deze innovatieve technologieën zijn ontworpen om de negatieve impact van de mensheid op de planeet te voorkomen, verminderen en herstellen.
	",http://data.europa.eu/esco/isced-f/0712,milieubeschermingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1063b061-329e-4212-8db4-ab936dc60efc,milieueconomie,released,knowledge,sector-specific,ecologische economie | principes van milieueconomie | milieu-economie,"Het deelgebied van de economie dat de efficiënte toewijzing van milieubronnen bestudeert met als doel de negatieve gevolgen voor de natuurlijke omgeving te minimaliseren.
	",http://data.europa.eu/esco/isced-f/0311,economie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,agrarische beleidslijnen ontwikkelen,released,skill/competence,cross-sector,agrarische beleidslijnen uiteenzetten,"Programma’s voor nieuwe technologieën en methodologieën in de landbouw ontwikkelen, alsook de ontwikkeling en uitvoering van een betere duurzaamheid en milieubewustzijn in de landbouw.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,beleid en wetgeving ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,maatschappelijke allianties,released,knowledge,sector-specific,,"De totstandbrenging van partnerschappen tussen verschillende actoren (bedrijven, non-profitorganisaties of organisaties in de publieke sector) waarmee zij middelen en kennis delen voor een gemeenschappelijk doel: doorgaans om een maatschappelijk of ecologisch probleem op te lossen.
   ",http://data.europa.eu/esco/isced-f/0314,sociologie en culturele studies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,afval sorteren,released,skill/competence,cross-sector,,Handmatig of automatisch sorteren van afval door het te scheiden in verschillende onderdelen.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sorteren van materialen of producten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,zorgen dat er geen schadelijke effecten bij voedseladditieven optreden,released,skill/competence,occupation-specific,garanderen dat er geen schadelijke effecten bij voedingsadditieven optreden,Ervoor zorgen dat de additieven voor diervoeding een wetenschappelijke beoordeling ondergaan om na te gaan of ze schadelijke gevolgen hebben voor de gezondheid van mens of dier of voor het milieu.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,naleven van gezondheids- en veiligheidsprocedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,processen voor afvalbeheer ontwikkelen,released,skill/competence,sector-specific,,"Ontwikkelen van apparatuur, methoden en procedures die kunnen worden toegepast in verschillende soorten installaties voor de behandeling en verwijdering van afvalstoffen, teneinde de efficiëntie van afvalbeheerprocessen te verbeteren, de milieueffecten te verminderen en de veiligheid van het personeel dat operationeel is op het gebied van afvalbeheer te waarborgen.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,operationele beleidslijnen en procedures ontwikkelen | afval beheren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,geschikt verwarmings- en koelsysteem bepalen,released,skill/competence,sector-specific,,"Het geschikte systeem bepalen rekening houdend met de beschikbare energiebronnen (grond, gas, elektriciteit, stadsnet enz.), dat tevens voldoet aan de BENG-eisen.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,ontwikkelen van doelen en strategieën
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,transport van gevaarlijke stoffen,released,knowledge,sector-specific,transport van gevaarlijke materialen | vervoer van gevaarlijke materialen | transport van schadelijke stoffen | vervoer van gevaarlijke stoffen | vervoer van schadelijke stoffen,"Voorschriften en veiligheidsprocedures voor het vervoer van gevaarlijke materialen en producten, zoals gevaarlijke afvalstoffen, chemicaliën, explosieven en brandbare materialen.",http://data.europa.eu/esco/isced-f/1041,vervoersdiensten
